OrderID,CustomerID,OrderDate,Category,Product,Quantity,UnitPrice,Discount,Revenue
O10649,C1168,2024-07-30,Furniture,Study Table,2,13474.32,0,26948.64
O10650,C1082,2025-11-14,Home & Kitchen,Water Purifier,7,6456.38,0.15,38415.46
O10651,C1234,2025-06-16,Furniture,Office Chair,1,5118.32,0,5118.32
O10652,C1349,2025-03-14,Electronics,Power Bank,2,6002.48,0,12004.96
O10653,C1330,2025-05-19,Home & Kitchen,Vacuum Cleaner,3,11772.87,0.1,31786.75
O10654,C1394,2025-06-19,Stationery,Desk Organiser,3,454.93,0.05,1296.55
O10655,C1375,2025-11-09,Electronics,Smart Watch,2,3907.73,0.1,7033.91
O10656,C1315,2025-10-27,Home & Kitchen,Water Purifier,2,10967.21,0,21934.42
O10657,C1252,2025-09-24,Stationery,Pen Pack,3,1013.26,0,3039.78
O10658,C1313,2025-11-23,Electronics,Smart Watch,4,3860.32,0.1,13897.15
O10659,C1011,2024-05-02,Stationery,Pen Pack,9,612.03,0,5508.27
O10660,C1103,2025-03-22,Furniture,Office Chair,3,7331.47,0,21994.41
O10661,C1011,2024-08-17,Electronics,Smart Watch,12,7199.5,0.15,73434.9
O10662,C1044,2024-11-18,Apparel,Backpack,1,3997.13,0.15,3397.56
O10663,C1146,2025-07-27,Furniture,Office Chair,3,24902.89,0.1,67237.8
O10664,C1307,2025-01-28,Apparel,Sunglasses,2,3009.48,0,6018.96
O10665,C1143,2025-06-13,Stationery,Pen Pack,6,289.87,0,1739.22
O10666,C1048,2025-01-05,Apparel,Backpack,7,3484.39,0,24390.73
O10667,C1319,2025-06-16,Apparel,Jacket,2,1795.72,0.15,3052.72
O10668,C1207,2025-01-04,Stationery,Pen Pack,4,596.32,0.1,2146.75
O10669,C1107,2025-04-21,Home & Kitchen,Vacuum Cleaner,1,8938.82,0,8938.82
O10670,C1325,2024-11-23,Apparel,Backpack,5,3010.53,0,15052.65
O10671,C1223,2024-11-16,Furniture,Bookshelf,2,21552.12,0.1,38793.82
O10672,C1288,2024-09-10,Home & Kitchen,Vacuum Cleaner,1,10132.29,0.15,8612.45
O10673,C1222,2025-09-25,Apparel,Sunglasses,2,1958.93,0,3917.86
O10674,C1260,2024-12-29,Furniture,Study Table,2,18354.41,0,36708.82
O10675,C1051,2024-12-01,Stationery,Pen Pack,3,319.31,0.05,910.03
O10676,C1330,2025-11-03,Apparel,Running Shoes,1,993.64,0.15,844.59
O10677,C1291,2024-10-31,Stationery,Planner,2,378.5,0.1,681.3
O10678,C1116,2025-12-17,Stationery,Pen Pack,3,830.63,0,2491.89
O10679,C1329,2024-11-22,Furniture,Study Table,6,9928.07,0,59568.42
O10680,C1293,2025-11-28,Electronics,Smart Watch,2,3712.76,0,7425.52
O10681,C1134,2025-05-22,Home & Kitchen,Vacuum Cleaner,2,2202.14,0,4404.28
O10682,C1403,2025-09-23,Electronics,Smart Watch,3,8447.86,0,25343.58
O10683,C1231,2025-12-16,Apparel,Running Shoes,1,6476.47,0,6476.47
O10684,C1387,2025-09-06,Apparel,Sunglasses,3,2153.13,0.1,5813.45
O10685,C1383,2025-04-08,Apparel,Sunglasses,8,2437.25,0.05,18523.1
O10686,C1108,2025-10-10,Electronics,Smart Watch,5,5352.41,0.1,24085.85
O10687,C1260,2025-12-30,Electronics,Wireless Earbuds,2,7074.45,0,14148.9
O10688,C1132,2025-12-11,Home & Kitchen,Mixer Grinder,1,7745.86,0.05,7358.57
O10689,C1364,2024-11-13,Home & Kitchen,Water Purifier,13,9949.64,0.05,122878.05
O10690,C1226,2025-02-11,Stationery,Pen Pack,2,503.56,0,1007.12
O10691,C1146,2025-04-24,Furniture,Bookshelf,3,21603.31,0,64809.93
O10692,C1046,2025-12-02,Electronics,Bluetooth Speaker,3,1993.71,0.15,5083.96
O10693,C1091,2025-06-12,Stationery,Planner,1,1089.89,0,1089.89
O10694,C1249,2025-06-14,Apparel,Running Shoes,5,3337.8,0,16689.0
O10695,C1164,2025-09-07,Apparel,Sunglasses,4,3806.88,0,15227.52
O10696,C1300,2024-08-14,Apparel,Backpack,2,5794.05,0.05,11008.69
O10697,C1390,2025-11-07,Furniture,Bookshelf,4,7781.91,0,31127.64
O10698,C1139,2025-11-11,Home & Kitchen,Air Fryer,3,8818.04,0.1,23808.71
O10699,C1227,2025-12-11,Furniture,Bed Frame,2,19772.35,0,39544.7
O10700,C1207,2025-03-19,Stationery,Notebook Set,7,1001.14,0.05,6657.58
O10701,C1045,2024-01-18,Electronics,Smart Watch,12,5679.02,0,68148.24
O10702,C1283,2024-12-30,Stationery,Notebook Set,4,293.8,0.1,1057.68
O10703,C1123,2025-05-23,Electronics,Wireless Earbuds,3,5982.13,0.1,16151.75
O10704,C1029,2025-10-27,Electronics,Wireless Earbuds,3,5094.72,0.1,13755.74
O10705,C1369,2024-11-30,Apparel,Backpack,3,1945.22,0.05,5543.88
O10706,C1299,2025-06-16,Furniture,Bookshelf,4,18226.69,0.1,65616.08
O10707,C1253,2025-05-09,Home & Kitchen,Vacuum Cleaner,10,3556.23,0,35562.3
O10708,C1368,2025-01-28,Furniture,Study Table,10,13363.19,0.1,120268.71
O10709,C1123,2025-09-24,Apparel,Backpack,3,6198.34,0,18595.02
O10710,C1280,2024-07-31,Stationery,Notebook Set,3,233.5,0,700.5
O10711,C1353,2025-06-26,Home & Kitchen,Water Purifier,3,7658.13,0,22974.39
O10712,C1338,2025-10-28,Electronics,Smart Watch,13,5462.43,0.05,67461.01
O10713,C1022,2025-02-23,Apparel,Sunglasses,1,4736.87,0.15,4026.34
O10714,C1287,2025-09-10,Apparel,Sunglasses,5,3786.31,0,18931.55
O10715,C1262,2025-07-16,Stationery,Planner,3,188.46,0.15,480.57
O10716,C1038,2025-10-26,Home & Kitchen,Vacuum Cleaner,2,12575.88,0.05,23894.17
O10717,C1243,2025-08-28,Furniture,Bookshelf,1,25653.47,0.15,21805.45
O10718,C1090,2024-11-24,Electronics,Smart Watch,4,8669.52,0,34678.08
O10719,C1052,2025-06-24,Home & Kitchen,Mixer Grinder,5,10661.11,0,53305.55
O10720,C1147,2025-05-06,Electronics,Bluetooth Speaker,2,3385.82,0,6771.64
O10721,C1194,2025-11-09,Electronics,Power Bank,4,8433.76,0,33735.04
O10722,C1116,2025-03-17,Furniture,Study Table,1,5022.27,0.05,4771.16
O10723,C1297,2025-12-25,Stationery,Notebook Set,3,408.48,0,1225.44
O10724,C1190,2025-10-12,Electronics,Wireless Earbuds,4,7687.52,0.15,26137.57
O10725,C1300,2025-11-10,Stationery,Pen Pack,1,1003.5,0.05,953.32
O10726,C1136,2025-07-29,Apparel,Jacket,3,1971.19,0.15,5026.53
O10727,C1321,2025-03-11,Stationery,Planner,3,1118.0,0,3354.0
O10728,C1024,2025-08-31,Furniture,Office Chair,2,5320.14,0.15,9044.24
O10729,C1133,2025-04-08,Apparel,Sunglasses,9,3417.06,0,30753.54
O10730,C1056,2025-12-29,Home & Kitchen,Air Fryer,3,5129.09,0.15,13079.18
O10731,C1065,2025-04-10,Home & Kitchen,Mixer Grinder,2,8017.44,0,16034.88
O10732,C1372,2025-03-31,Apparel,Running Shoes,4,4437.62,0,17750.48
O10733,C1089,2025-10-06,Electronics,Wireless Earbuds,2,5284.63,0.15,8983.87
O10734,C1210,2025-11-19,Electronics,Power Bank,1,3586.25,0.1,3227.62
O10735,C1210,2025-02-19,Furniture,Bookshelf,2,18053.63,0.15,30691.17
O10736,C1258,2025-01-27,Furniture,Office Chair,4,17546.54,0,70186.16
O10737,C1006,2024-08-30,Electronics,Wireless Earbuds,9,8369.89,0,75329.01
O10738,C1050,2025-09-19,Apparel,Backpack,2,970.18,0.05,1843.34
O10739,C1317,2024-08-16,Apparel,Sunglasses,3,1480.55,0,4441.65
O10740,C1254,2025-09-23,Stationery,Notebook Set,5,271.59,0,1357.95
O10741,C1023,2025-10-26,Apparel,Backpack,1,4642.93,0,4642.93
O10742,C1179,2025-11-07,Apparel,Sunglasses,3,1479.59,0.1,3994.89
O10743,C1026,2025-09-18,Furniture,Study Table,3,24459.33,0.1,66040.19
O10744,C1409,2024-09-04,Apparel,Sunglasses,12,5843.43,0,70121.16
O10745,C1319,2025-10-18,Furniture,Office Chair,4,19656.43,0,78625.72
O10746,C1363,2025-05-09,Home & Kitchen,Air Fryer,4,12942.25,0,51769.0
O10747,C1375,2025-03-13,Home & Kitchen,Vacuum Cleaner,1,9451.61,0,9451.61
O10748,C1126,2025-05-10,Stationery,Planner,1,1149.34,0,1149.34
O10749,C1285,2025-01-29,Furniture,Office Chair,4,15849.3,0,63397.2
O10750,C1083,2025-11-26,Electronics,Power Bank,6,8232.77,0,49396.62
O10751,C1167,2025-02-13,Electronics,Smart Watch,2,4724.02,0,9448.04
O10752,C1297,2024-06-15,Apparel,Jacket,1,3628.31,0,3628.31
O10753,C1414,2025-01-19,Home & Kitchen,Air Fryer,2,2840.09,0,5680.18
O10754,C1395,2025-11-19,Stationery,Desk Organiser,2,1176.75,0,2353.5
O10755,C1361,2025-07-29,Home & Kitchen,Water Purifier,2,5452.5,0,10905.0
O10756,C1069,2025-12-17,Furniture,Study Table,4,9709.1,0,38836.4
O10757,C1103,2025-03-14,Electronics,Bluetooth Speaker,3,4287.39,0.15,10932.84
O10758,C1238,2025-07-07,Apparel,Running Shoes,2,1420.07,0,2840.14
O10759,C1106,2024-08-22,Electronics,Wireless Earbuds,9,8798.4,0,79185.6
O10760,C1232,2025-12-19,Electronics,Power Bank,2,6619.22,0,13238.44
O10761,C1102,2025-03-31,Stationery,Planner,2,899.95,0.15,1529.91
O10762,C1065,2025-07-09,Electronics,Bluetooth Speaker,2,5023.16,0,10046.32
O10763,C1223,2025-05-01,Apparel,Backpack,6,1950.66,0,11703.96
O10764,C1194,2024-10-19,Electronics,Power Bank,4,2282.41,0,9129.64
O10765,C1253,2025-02-14,Apparel,Running Shoes,12,2197.26,0.05,25048.76
O10766,C1097,2025-06-03,Apparel,Sunglasses,2,5580.63,0,11161.26
O10767,C1285,2024-07-04,Apparel,Jacket,6,2623.17,0,15739.02
O10768,C1228,2025-11-11,Apparel,Backpack,3,6008.43,0.1,16222.76
O10769,C1071,2025-06-18,Furniture,Office Chair,1,13386.93,0.1,12048.24
O10770,C1419,2025-08-21,Furniture,Study Table,2,13681.67,0.05,25995.17
O10771,C1372,2024-11-23,Electronics,Wireless Earbuds,6,6704.44,0,40226.64
O10772,C1212,2025-02-20,Stationery,Planner,2,814.88,0,1629.76
O10773,C1035,2025-05-11,Stationery,Notebook Set,9,762.38,0.05,6518.35
O10774,C1338,2025-03-11,Stationery,Planner,5,814.38,0.1,3664.71
O10775,C1259,2025-11-03,Furniture,Bookshelf,2,12788.54,0,25577.08
O10776,C1255,2025-09-02,Stationery,Pen Pack,3,844.63,0,2533.89
O10777,C1400,2024-11-08,Home & Kitchen,Mixer Grinder,3,8080.79,0.1,21818.13
O10778,C1209,2025-09-23,Electronics,Wireless Earbuds,1,7436.11,0.15,6320.69
O10779,C1047,2025-08-25,Home & Kitchen,Vacuum Cleaner,1,6465.33,0.15,5495.53
O10780,C1219,2024-10-20,Electronics,Wireless Earbuds,8,2406.91,0.15,16366.99
O10781,C1206,2025-02-20,Furniture,Bed Frame,2,25667.87,0,51335.74
O10782,C1081,2025-11-12,Furniture,Study Table,3,17310.57,0.1,46738.54
O10783,C1033,2025-01-18,Furniture,Bookshelf,5,18951.83,0,94759.15
O10784,C1284,2025-02-20,Apparel,Jacket,3,4368.93,0.05,12451.45
O10785,C1353,2025-11-02,Apparel,Backpack,1,2588.49,0,2588.49
O10786,C1152,2024-11-03,Furniture,Bed Frame,3,16820.1,0.05,47937.28
O10787,C1042,2025-12-16,Electronics,Wireless Earbuds,3,6336.82,0.15,16158.89
O10788,C1161,2025-10-06,Home & Kitchen,Water Purifier,10,11452.08,0,114520.8
O10789,C1250,2024-08-17,Apparel,Jacket,1,2726.64,0,2726.64
O10790,C1340,2025-12-09,Home & Kitchen,Water Purifier,3,11659.65,0,34978.95
O10791,C1145,2025-08-17,Apparel,Jacket,1,4981.17,0.05,4732.11
O10792,C1175,2024-09-29,Electronics,Bluetooth Speaker,5,4483.28,0,22416.4
O10793,C1211,2025-12-01,Furniture,Office Chair,4,12529.56,0,50118.24
O10794,C1155,2025-02-20,Stationery,Planner,9,433.55,0,3901.95
O10795,C1391,2025-06-14,Furniture,Office Chair,1,9278.48,0,9278.48
O10796,C1408,2025-04-05,Furniture,Bookshelf,3,5013.51,0,15040.53
O10797,C1262,2025-06-13,Home & Kitchen,Mixer Grinder,12,6510.57,0,78126.84
O10798,C1260,2025-01-14,Apparel,Backpack,2,1385.59,0,2771.18
O10799,C1269,2025-12-30,Electronics,Bluetooth Speaker,5,5039.67,0.1,22678.51
O10800,C1092,2025-10-14,Apparel,Backpack,1,6008.28,0.1,5407.45
O10801,C1353,2024-10-04,Home & Kitchen,Mixer Grinder,2,12667.63,0.1,22801.73
O10802,C1121,2025-07-15,Stationery,Planner,9,518.07,0,4662.63
O10803,C1098,2025-09-16,Home & Kitchen,Water Purifier,10,8308.83,0.15,70625.06
O10804,C1175,2024-10-09,Electronics,Bluetooth Speaker,10,4489.37,0.1,40404.33
O10805,C1089,2024-10-13,Stationery,Pen Pack,5,1054.05,0.1,4743.23
O10806,C1391,2025-06-05,Apparel,Running Shoes,2,6120.08,0,12240.16
O10807,C1395,2025-10-02,Electronics,Power Bank,3,8660.8,0.1,23384.16
O10808,C1060,2025-11-02,Home & Kitchen,Air Fryer,5,6176.79,0.1,27795.56
O10809,C1370,2025-10-08,Furniture,Bookshelf,5,19220.33,0.1,86491.49
O10810,C1022,2025-04-19,Apparel,Sunglasses,2,3540.84,0.1,6373.51
O10811,C1012,2025-04-23,Apparel,Jacket,7,1343.43,0.05,8933.81
O10812,C1096,2024-05-10,Electronics,Wireless Earbuds,2,6465.64,0.05,12284.72
O10813,C1224,2025-09-24,Furniture,Bookshelf,2,24195.38,0,48390.76
O10814,C1270,2025-01-04,Furniture,Study Table,1,14418.1,0,14418.1
O10815,C1124,2024-06-17,Electronics,Bluetooth Speaker,8,2810.02,0,22480.16
O10816,C1222,2025-08-31,Electronics,Wireless Earbuds,3,5637.67,0.15,14376.06
O10817,C1021,2025-03-31,Home & Kitchen,Water Purifier,1,11299.24,0.1,10169.32
O10818,C1206,2024-09-22,Stationery,Planner,2,441.91,0.05,839.63
O10819,C1331,2025-08-01,Stationery,Notebook Set,3,1084.54,0,3253.62
O10820,C1265,2025-02-22,Home & Kitchen,Air Fryer,5,3288.91,0,16444.55
O10821,C1024,2025-06-08,Home & Kitchen,Air Fryer,2,3292.46,0.15,5597.18
O10822,C1357,2025-03-06,Apparel,Backpack,12,5103.18,0.1,55114.34
O10823,C1348,2025-11-22,Apparel,Sunglasses,7,1839.47,0,12876.29
O10824,C1411,2025-03-28,Electronics,Smart Watch,1,5194.86,0.15,4415.63
O10825,C1171,2025-07-22,Stationery,Pen Pack,7,1117.08,0,7819.56
O10826,C1301,2024-01-15,Apparel,Sunglasses,4,4106.46,0.15,13961.96
O10827,C1215,2024-06-11,Apparel,Jacket,2,4041.51,0,8083.02
O10828,C1218,2025-04-28,Furniture,Bookshelf,1,25395.58,0,25395.58
O10829,C1369,2024-06-15,Apparel,Sunglasses,3,3413.84,0,10241.52
O10830,C1122,2025-11-01,Electronics,Smart Watch,6,8528.3,0.15,43494.33
O10831,C1165,2025-05-07,Home & Kitchen,Mixer Grinder,9,7490.08,0,67410.72
O10832,C1119,2025-06-12,Furniture,Office Chair,9,12014.72,0,108132.48
O10833,C1217,2025-06-17,Electronics,Power Bank,9,6925.53,0.1,56096.79
O10834,C1066,2024-10-04,Stationery,Notebook Set,2,591.99,0.15,1006.38
O10835,C1373,2025-05-20,Stationery,Pen Pack,1,611.49,0,611.49
O10836,C1046,2025-08-21,Stationery,Pen Pack,3,914.43,0.15,2331.8
O10837,C1033,2025-03-29,Stationery,Notebook Set,4,266.33,0,1065.32
O10838,C1326,2025-07-11,Furniture,Office Chair,2,14130.61,0,28261.22
O10839,C1156,2025-11-04,Stationery,Pen Pack,11,1095.76,0.1,10848.02
O10840,C1350,2025-01-30,Apparel,Jacket,6,2541.82,0.1,13725.83
O10841,C1084,2025-10-26,Home & Kitchen,Water Purifier,1,3754.01,0,3754.01
O10842,C1202,2024-12-08,Apparel,Sunglasses,4,6392.25,0,25569.0
O10843,C1217,2025-07-05,Home & Kitchen,Vacuum Cleaner,8,10247.05,0,81976.4
O10844,C1065,2025-06-26,Apparel,Jacket,3,1669.34,0.15,4256.82
O10845,C1394,2025-12-27,Furniture,Office Chair,3,18983.84,0,56951.52
O10846,C1133,2024-10-03,Home & Kitchen,Air Fryer,11,11909.73,0.1,117906.33
O10847,C1127,2025-05-12,Furniture,Bookshelf,3,19058.77,0.15,48599.86
O10848,C1381,2025-10-07,Electronics,Wireless Earbuds,6,1975.94,0.1,10670.08
O10849,C1040,2025-12-01,Stationery,Planner,4,352.34,0,1409.36
O10850,C1232,2024-03-27,Furniture,Bookshelf,1,25808.97,0,25808.97
O10851,C1400,2025-12-28,Stationery,Desk Organiser,7,894.7,0.1,5636.61
O10852,C1329,2025-05-11,Furniture,Bookshelf,1,10358.17,0,10358.17
O10853,C1043,2025-11-27,Apparel,Backpack,3,4116.61,0,12349.83
O10854,C1126,2025-08-14,Home & Kitchen,Vacuum Cleaner,1,4319.57,0,4319.57
O10855,C1123,2025-07-18,Stationery,Planner,3,292.62,0.1,790.07
O10856,C1239,2024-11-29,Electronics,Bluetooth Speaker,1,8197.61,0,8197.61
O10857,C1013,2025-11-09,Electronics,Smart Watch,2,2791.95,0.15,4746.31
O10858,C1055,2025-06-30,Home & Kitchen,Water Purifier,3,9855.79,0,29567.37
O10859,C1089,2024-11-21,Apparel,Jacket,5,3393.84,0.05,16120.74
O10860,C1069,2025-10-13,Furniture,Study Table,2,13180.6,0.1,23725.08
O10861,C1233,2024-08-16,Stationery,Notebook Set,12,745.78,0,8949.36
O10862,C1164,2025-08-01,Electronics,Wireless Earbuds,3,2576.89,0.05,7344.14
O10863,C1407,2024-09-30,Furniture,Office Chair,2,7627.21,0,15254.42
O10864,C1177,2025-03-27,Home & Kitchen,Water Purifier,1,7635.47,0,7635.47
O10865,C1363,2025-12-27,Electronics,Bluetooth Speaker,7,8596.95,0.1,54160.79
O10866,C1206,2025-05-10,Stationery,Desk Organiser,1,621.88,0,621.88
O10867,C1321,2024-06-27,Home & Kitchen,Water Purifier,5,2662.66,0.1,11981.97
O10868,C1092,2025-09-28,Stationery,Notebook Set,2,290.0,0,580.0
O10869,C1344,2025-10-29,Stationery,Notebook Set,3,1127.21,0.15,2874.39
O10870,C1121,2025-12-22,Home & Kitchen,Water Purifier,5,8468.83,0.1,38109.74
O10871,C1388,2025-11-28,Apparel,Sunglasses,2,5429.77,0,10859.54
O10872,C1348,2025-07-02,Furniture,Bed Frame,2,24370.54,0,48741.08
O10873,C1350,2025-07-28,Home & Kitchen,Vacuum Cleaner,1,13530.79,0.15,11501.17
O10874,C1361,2025-11-05,Stationery,Pen Pack,2,159.41,0.05,302.88
O10875,C1190,2025-10-11,Electronics,Power Bank,2,2148.81,0,4297.62
O10876,C1291,2025-04-01,Furniture,Study Table,2,10113.79,0.05,19216.2
O10877,C1275,2025-11-13,Apparel,Backpack,6,3869.74,0.15,19735.67
O10878,C1111,2025-09-30,Electronics,Power Bank,2,2752.26,0.1,4954.07
O10879,C1216,2025-02-24,Home & Kitchen,Mixer Grinder,8,5035.25,0,40282.0
O10880,C1146,2025-04-30,Electronics,Power Bank,3,4114.52,0.05,11726.38
O10881,C1305,2025-05-31,Stationery,Pen Pack,9,644.66,0.05,5511.84
O10882,C1020,2025-02-04,Apparel,Backpack,3,1942.24,0.15,4952.71
O10883,C1417,2025-10-06,Home & Kitchen,Mixer Grinder,3,5399.28,0.1,14578.06
O10884,C1056,2025-03-06,Electronics,Bluetooth Speaker,2,8845.52,0,17691.04
O10885,C1173,2025-04-09,Furniture,Bookshelf,2,7556.86,0,15113.72
O10886,C1236,2025-06-02,Home & Kitchen,Air Fryer,1,2225.48,0.1,2002.93
O10887,C1132,2025-07-04,Furniture,Office Chair,3,6113.25,0.1,16505.78
O10888,C1328,2025-04-03,Electronics,Power Bank,6,8553.21,0,51319.26
O10889,C1177,2025-05-04,Electronics,Bluetooth Speaker,3,3760.25,0,11280.75
O10890,C1121,2025-10-31,Stationery,Planner,8,249.81,0.15,1698.71
O10891,C1130,2025-03-23,Electronics,Smart Watch,3,9177.11,0.05,26154.76
O10892,C1230,2025-08-12,Home & Kitchen,Vacuum Cleaner,7,13239.06,0.15,78772.41
O10893,C1242,2025-07-13,Apparel,Jacket,1,1375.52,0.1,1237.97
O10894,C1029,2024-10-25,Apparel,Backpack,2,1936.37,0,3872.74
O10895,C1219,2024-09-18,Electronics,Wireless Earbuds,11,8146.63,0,89612.93
O10896,C1226,2025-11-12,Home & Kitchen,Air Fryer,1,13817.13,0,13817.13
O10897,C1163,2024-09-02,Electronics,Power Bank,1,3828.73,0.05,3637.29
O10898,C1107,2025-02-17,Home & Kitchen,Air Fryer,1,4916.56,0,4916.56
O10899,C1166,2025-04-18,Furniture,Bed Frame,2,24591.92,0,49183.84
O10900,C1165,2025-10-19,Apparel,Jacket,12,3897.62,0.05,44432.87
O10901,C1287,2025-12-25,Electronics,Wireless Earbuds,12,7546.04,0,90552.48
O10902,C1042,2025-10-12,Apparel,Sunglasses,2,6369.29,0.1,11464.72
O10903,C1216,2025-12-16,Home & Kitchen,Water Purifier,3,5596.32,0.1,15110.06
O10904,C1081,2025-07-07,Furniture,Study Table,3,17315.76,0.05,49349.92
O10905,C1353,2025-10-07,Apparel,Sunglasses,3,3344.98,0,10034.94
O10906,C1104,2024-12-29,Furniture,Bookshelf,3,5902.91,0,17708.73
O10907,C1381,2025-06-23,Apparel,Running Shoes,6,3157.89,0.05,17999.97
O10908,C1096,2024-04-02,Stationery,Pen Pack,7,362.39,0,2536.73
O10909,C1183,2025-11-16,Stationery,Pen Pack,3,718.97,0,2156.91
O10910,C1127,2025-05-27,Stationery,Notebook Set,3,188.35,0.15,480.29
O10911,C1414,2024-06-30,Electronics,Power Bank,2,9299.74,0,18599.48
O10912,C1008,2025-11-27,Stationery,Planner,2,298.62,0.15,507.65
O10913,C1365,2025-12-27,Apparel,Backpack,3,4098.35,0,12295.05
O10914,C1174,2025-07-15,Electronics,Wireless Earbuds,1,7735.73,0,7735.73
O10915,C1268,2025-05-07,Electronics,Power Bank,1,8032.48,0,8032.48
O10916,C1137,2025-03-25,Apparel,Running Shoes,10,5814.39,0.1,52329.51
O10917,C1120,2025-04-12,Home & Kitchen,Air Fryer,12,10298.06,0.1,111219.05
O10918,C1212,2025-08-04,Stationery,Pen Pack,3,1186.29,0,3558.87
O10919,C1042,2025-06-23,Home & Kitchen,Mixer Grinder,2,4255.91,0,8511.82
O10920,C1177,2025-05-13,Home & Kitchen,Water Purifier,2,4550.43,0,9100.86
O10921,C1172,2025-09-03,Home & Kitchen,Water Purifier,2,10491.21,0,20982.42
O10922,C1377,2025-03-04,Stationery,Pen Pack,3,578.53,0,1735.59
O10923,C1049,2025-05-28,Furniture,Office Chair,6,14955.58,0.15,76273.46
O10924,C1315,2025-01-24,Home & Kitchen,Air Fryer,3,10719.7,0.1,28943.19
O10925,C1289,2025-05-17,Apparel,Jacket,1,2406.26,0,2406.26
O10926,C1323,2025-09-26,Home & Kitchen,Water Purifier,5,5317.33,0,26586.65
O10927,C1111,2025-10-28,Home & Kitchen,Water Purifier,3,5758.57,0.1,15548.14
O10928,C1299,2025-07-28,Electronics,Smart Watch,1,2366.06,0.15,2011.15
O10929,C1067,2024-12-22,Home & Kitchen,Water Purifier,10,4091.71,0.05,38871.24
O10930,C1419,2024-10-27,Apparel,Running Shoes,13,5460.78,0,70990.14
O10931,C1069,2025-05-26,Furniture,Bookshelf,2,11525.33,0,23050.66
O10932,C1377,2025-06-18,Apparel,Running Shoes,1,4542.07,0.05,4314.97
O10933,C1336,2025-05-20,Apparel,Jacket,10,1584.25,0,15842.5
O10934,C1002,2025-06-22,Home & Kitchen,Mixer Grinder,5,9615.81,0.1,43271.14
O10935,C1035,2024-07-16,Home & Kitchen,Vacuum Cleaner,3,3096.86,0,9290.58
O10936,C1059,2025-03-16,Stationery,Planner,5,442.18,0.1,1989.81
O10937,C1059,2025-11-13,Apparel,Jacket,9,2317.28,0.1,18769.97
O10938,C1094,2024-12-28,Home & Kitchen,Vacuum Cleaner,12,3970.73,0.1,42883.88
O10939,C1399,2025-07-08,Apparel,Jacket,3,2058.17,0,6174.51
O10940,C1240,2025-03-08,Furniture,Office Chair,1,25515.41,0.1,22963.87
O10941,C1009,2024-11-06,Electronics,Wireless Earbuds,8,2608.71,0.1,18782.71
O10942,C1215,2025-09-28,Furniture,Bookshelf,2,24846.26,0.1,44723.27
O10943,C1276,2025-12-21,Home & Kitchen,Air Fryer,2,13653.36,0.1,24576.05
O10944,C1203,2025-10-21,Home & Kitchen,Water Purifier,1,11421.21,0,11421.21
O10945,C1250,2025-09-21,Apparel,Backpack,2,4959.07,0,9918.14
O10946,C1363,2025-12-18,Electronics,Power Bank,11,5630.78,0.05,58841.65
O10947,C1083,2025-06-22,Furniture,Bookshelf,5,6762.51,0,33812.55
O10948,C1224,2025-04-22,Furniture,Bed Frame,3,15251.85,0.1,41180.0
O10949,C1068,2025-04-16,Electronics,Wireless Earbuds,6,9270.07,0,55620.42
O10950,C1164,2025-08-04,Apparel,Running Shoes,1,1735.2,0,1735.2
O10951,C1204,2025-08-13,Apparel,Jacket,9,6307.85,0.1,51093.58
O10952,C1020,2025-11-10,Stationery,Pen Pack,1,501.13,0,501.13
O10953,C1273,2025-10-25,Stationery,Notebook Set,3,1095.06,0.15,2792.4
O10954,C1250,2025-04-27,Apparel,Backpack,3,2030.84,0,6092.52
O10955,C1248,2025-04-21,Home & Kitchen,Water Purifier,3,10964.05,0,32892.15
O10956,C1240,2025-10-22,Electronics,Power Bank,3,5692.56,0,17077.68
O10957,C1060,2024-10-29,Furniture,Bed Frame,10,22005.1,0.05,209048.45
O10958,C1188,2025-05-20,Home & Kitchen,Water Purifier,2,3691.35,0,7382.7
O10959,C1293,2025-05-21,Stationery,Pen Pack,2,385.72,0,771.44
O10960,C1203,2025-04-23,Home & Kitchen,Vacuum Cleaner,2,12358.17,0,24716.34
O10961,C1128,2025-12-22,Home & Kitchen,Mixer Grinder,3,9804.62,0.1,26472.47
O10962,C1235,2024-07-28,Apparel,Running Shoes,6,1689.03,0,10134.18
O10963,C1158,2025-03-17,Electronics,Bluetooth Speaker,1,9383.79,0,9383.79
O10964,C1230,2025-07-02,Furniture,Office Chair,10,7479.54,0,74795.4
O10965,C1230,2025-07-08,Electronics,Bluetooth Speaker,10,5313.54,0,53135.4
O10966,C1095,2025-07-13,Furniture,Bed Frame,3,4752.11,0,14256.33
O10967,C1384,2025-02-05,Apparel,Jacket,3,2150.75,0,6452.25
O10968,C1165,2025-05-22,Electronics,Power Bank,10,9229.39,0.15,78449.81
O10969,C1357,2024-09-06,Stationery,Pen Pack,3,716.35,0.15,1826.69
O10970,C1228,2025-11-14,Furniture,Office Chair,4,22353.98,0.05,84945.12
O10971,C1054,2025-09-19,Electronics,Smart Watch,12,3828.36,0,45940.32
O10972,C1170,2025-12-15,Furniture,Office Chair,9,17963.64,0,161672.76
O10973,C1306,2025-10-31,Electronics,Smart Watch,2,3462.44,0,6924.88
O10974,C1319,2024-06-26,Electronics,Wireless Earbuds,2,9289.91,0,18579.82
O10975,C1057,2025-02-28,Furniture,Study Table,3,16588.67,0,49766.01
O10976,C1310,2024-12-25,Stationery,Planner,4,959.56,0,3838.24
