CustomerID,Region,Segment,SignupDate
SG-20470,East,Consumer,2014-07-26
SG-20605,East,Consumer,2014-01-23
SG-20890,Central,Corporate,2014-03-30
SH-19975,West,Corporate,2014-12-10
SH-20395,South,Consumer,2014-11-02
SH-20635,South,Corporate,2014-12-16
SJ-20125,East,Home Office,2015-09-22
SJ-20215,Central,Consumer,2015-02-09
SJ-20500,Central,Consumer,2014-08-31
SK-19990,East,Consumer,2016-11-28
SL-20155,South,Home Office,2014-09-21
SM-20005,East,Consumer,2014-11-23
SM-20320,South,Home Office,2014-03-18
SM-20905,East,Consumer,2016-05-03
SM-20950,South,Corporate,2014-09-29
SN-20560,West,Home Office,2015-06-18
SN-20710,Central,Home Office,2014-05-06
SO-20335,South,Consumer,2015-10-11
SP-20545,East,Corporate,2014-10-13
SP-20620,East,Corporate,2014-09-08
SP-20650,West,Corporate,2014-04-16
SP-20860,East,Corporate,2014-12-15
SP-20920,West,Consumer,2014-11-22
SR-20425,West,Home Office,2014-06-14
SR-20740,East,Home Office,2014-02-20
SS-20140,East,Corporate,2014-11-23
SS-20410,West,Consumer,2014-05-30
SS-20515,South,Home Office,2014-07-14
SS-20590,West,Consumer,2014-08-05
SS-20875,Central,Consumer,2014-12-14
ST-20530,East,Consumer,2014-02-14
SU-20665,South,Home Office,2015-12-05
SV-20365,East,Consumer,2014-01-11
SV-20785,West,Consumer,2014-04-12
SV-20815,Central,Corporate,2015-05-04
SV-20935,East,Consumer,2016-03-19
SW-20245,West,Consumer,2014-07-20
SW-20275,South,Consumer,2014-03-10
SW-20350,Central,Home Office,2016-04-09
SW-20455,South,Consumer,2015-06-22
SW-20755,East,Corporate,2014-11-02
SZ-20035,West,Home Office,2014-09-07
TA-21385,East,Home Office,2014-09-12
TB-21055,East,Consumer,2016-06-17
TB-21175,Central,Corporate,2014-12-08
TB-21190,South,Home Office,2014-12-27
TB-21250,East,Consumer,2014-12-08
TB-21280,East,Consumer,2014-06-21
TB-21355,East,Corporate,2016-01-25
TB-21400,West,Consumer,2014-01-21
TB-21520,East,Consumer,2014-10-17
TB-21595,Central,Consumer,2014-02-18
TB-21625,Central,Consumer,2014-08-06
TC-20980,West,Corporate,2014-11-07
TC-21145,East,Corporate,2017-09-15
TC-21295,West,Consumer,2014-10-14
TC-21475,South,Home Office,2014-11-22
TC-21535,South,Home Office,2014-11-03
TD-20995,East,Consumer,2014-05-19
TG-21310,West,Consumer,2015-03-09
TG-21640,West,Consumer,2014-03-31
TH-21100,West,Consumer,2014-09-27
TH-21115,East,Corporate,2014-09-23
TH-21235,Central,Corporate,2014-11-04
TH-21550,East,Home Office,2014-04-05
TM-21010,West,Consumer,2014-02-21
TM-21490,Central,Consumer,2017-03-30
TN-21040,West,Home Office,2014-10-10
TP-21130,East,Consumer,2015-04-14
TP-21415,West,Consumer,2015-11-28
TP-21565,West,Corporate,2015-03-01
TR-21325,East,Consumer,2014-12-01
TS-21085,West,Consumer,2015-07-19
TS-21160,East,Corporate,2014-04-23
TS-21205,East,Corporate,2014-03-21
TS-21340,Central,Consumer,2014-01-19
TS-21370,East,Corporate,2014-10-28
TS-21430,West,Corporate,2014-07-30
TS-21505,South,Consumer,2014-12-20
TS-21610,West,Consumer,2014-08-16
TS-21655,Central,Consumer,2015-02-06
TT-21070,West,Consumer,2014-05-18
TT-21220,Central,Consumer,2014-09-23
TT-21265,West,Corporate,2015-08-15
TT-21460,Central,Home Office,2015-12-08
TW-21025,West,Home Office,2014-12-22
TZ-21580,West,Consumer,2014-11-11
VB-21745,South,Corporate,2015-07-17
VD-21670,South,Consumer,2014-08-04
VF-21715,Central,Home Office,2014-03-01
VG-21790,West,Consumer,2014-08-08
VG-21805,South,Corporate,2014-09-22
VM-21685,East,Home Office,2014-04-07
VM-21835,East,Consumer,2014-03-22
VP-21730,West,Home Office,2015-07-05
VP-21760,West,Corporate,2014-09-06
VS-21820,West,Consumer,2014-01-07
VT-21700,East,Home Office,2014-06-06
VW-21775,East,Corporate,2014-05-11
WB-21850,East,Consumer,2014-11-04
XP-21865,West,Consumer,2014-01-20
YC-21895,West,Corporate,2014-11-17
YS-21880,South,Corporate,2015-01-12
ZC-21910,West,Consumer,2014-10-13
ZD-21925,West,Consumer,2014-08-27
